Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,orgN mg/L N,pH,peak_flow mgd,temperature degC,urea* mg/L N
2005-12-15,,12,,,,,2.6,,,,,,,3.1,2005,2.63,,6.9,,18.8,
2005-12-16,,12,,,,,2.6,,,,,,,,2005,2.62,,6.9,,18.9,
2005-12-17,,12,,,,,2.6,,,,,,,,2005,4.04,,6.8,,17.9,
2005-12-18,,12,,,,,2.6,,,,,,,3.8,2005,6.49,,6.6,,18.5,
2005-12-19,,12,0.2,,18,,2.6,,,,,,,4.1,2005,7.29,,6.9,,18.9,
2005-12-20,,12,,,,,2.6,,,,,,,3.8,2005,7.81,,6.5,,18.4,
2005-12-21,,12,,,,,2.6,,,,,,,5,2005,8.27,,6.8,,19.2,
2005-12-22,,12,,,,,2.6,,,,,,,4,2005,9.36,,6.7,,19.4,
2005-12-23,,12,,,,,2.6,,,,,,,,2005,8.19,,6.7,,19.6,
2005-12-24,,12,,,,,2.6,,,,,,,,2005,7.95,,6.7,,19.5,
2005-12-25,,12,,,,,2.6,,,,,,,4.3,2005,8.02,,6.7,,18.9,
2005-12-26,,12,,,,,2.6,,,,,,,3.8,2005,8.31,,6.6,,17.7,
2005-12-27,,12,0.2,,8.9,,2.6,,,,,,,4.3,2005,9,,6.7,,19.2,
2005-12-28,,12,,,,,2.6,,,,,,,4.5,2005,9.56,,6.6,,18.6,
2005-12-29,,12,,,,,2.6,,,,,,,3.8,2005,10.52,,6.6,,18,
2005-12-30,,12,,,,,2.6,,,,,,,,2005,10.39,,6.7,,19.7,
2005-12-31,,12,,,,,2.6,,,,,,,,2005,10.82,,6.3,,17.9,
2006-01-01,,1,,,,,2.6,,,,,,,3.6,2006,9.34,,6.2,,17.5,
2006-01-02,,1,,,,,2.6,,,,,,,5,2006,10.29,,6.2,,16.8,
2006-01-03,,1,0.2,,7.5,,2.6,,,,,,,5.1,2006,9.59,,6.2,,18.8,
2006-01-04,,1,,,,,2.6,,,,,,,3.6,2006,10.03,,6.3,,18.5,
2006-01-05,,1,,,,,2.6,,,,,,,3,2006,11.17,,6.4,,21.4,
2006-01-06,,1,,,,,2.6,,,,,,,,2006,10.71,,6.6,,19.6,
2006-01-07,,1,,,,,2.6,,,,,,,,2006,10.84,,6.5,,22.3,
2006-01-08,,1,,,,,2.6,,,,,,,3.1,2006,10.01,,6.5,,18.5,
2006-01-09,,1,0.2,,7.9,,2.6,,,,0.56,,,4,2006,10.69,0.46,6.4,,8.8,
2006-01-10,,1,,,,,2.6,,,,,,,3.8,2006,10.13,,6.6,,17.4,
2006-01-11,,1,,,,,2.6,,,,,,,5,2006,9.68,,6.7,,18.1,
2006-01-12,,1,,,,,2.6,,,,,,,3.1,2006,9.69,,6.8,,18.6,
2006-01-13,,1,,,,,2.6,,,,,,,,2006,8.31,,6.6,,18.6,
2006-01-14,,1,,,,,2.6,,,,,,,,2006,7.33,,6.9,,18.6,
2006-01-15,,1,,,,,2.6,,,,,,,3.2,2006,5.97,,6.8,,18.6,
2006-01-16,,1,,,,,2.6,,,,,,,,2006,5.76,,6.8,,16,
2006-01-17,,1,0.2,,11,,2.6,,,,,,,2.6,2006,5.52,,6.7,,18.1,
2006-01-18,,1,,,,,2.6,,,,,,,2.7,2006,7.88,,6.9,,18.3,
2006-01-19,,1,,,,,2.6,,,,,,,2.7,2006,6.03,,6.9,,16.7,
2006-01-20,,1,,,,,2.6,,,,,,,1.9,2006,6.64,,6.9,,17.6,
2006-01-21,,1,,,,,2.6,,,,,,,,2006,6.28,,7,,19.3,
2006-01-22,,1,,,,,2.6,,,,,,,1.4,2006,5.89,,6.9,,18.4,
2006-01-23,,1,0.2,,11,,2.6,,,,,,,1,2006,5.21,,6.7,,20.5,
2006-01-24,,1,,,,,2.6,,,,,,,1.1,2006,4.67,,6.9,,19.2,
2006-01-25,,1,,,,,2.6,,,,,,,1.3,2006,4.81,,6.9,,18.2,
2006-01-26,,1,,,,,2.6,,,,,,,2,2006,4.24,,6.8,,16.2,
2006-01-27,,1,,,,,2.6,,,,,,,,2006,5.32,,6.9,,18.5,
2006-01-28,,1,,,,,2.6,,,,,,,,2006,4.18,,6.8,,17.6,
2006-01-29,,1,,,,,2.6,,,,,,,2.2,2006,5.71,,6.7,,15.2,
2006-01-30,,1,,,,,2.6,,,,,,,1.2,2006,6.69,,6.5,,19,
2006-01-31,,1,,,,,2.6,,,,,,,2,2006,7.39,,6.5,,16.7,
2006-02-01,,2,0.2,,8.1,,2.6,,,,0.52,,,2.2,2006,9.66,0.39,7,,18.3,
2006-02-02,,2,,,,,2.6,,,,,,,2.4,2006,8.18,,6.8,,18.7,
2006-02-03,,2,,,,,2.6,,,,,,,,2006,8.46,,6.7,,18.7,
2006-02-04,,2,,,,,2.6,,,,,,,,2006,8.88,,6.8,,17.6,
2006-02-05,,2,0.2,,7.7,,2.6,,,,,,,2.1,2006,9.31,,6.8,,15.5,
2006-02-06,,2,,,,,2.6,,,,,,,,2006,8.78,,6.8,,19.1,
2006-02-07,,2,,,,,2.6,,,,,,,2,2006,6.64,,6.6,,18.5,
2006-02-08,,2,,,,,2.6,,,,,,,1.7,2006,6.82,,6.8,,18.3,
2006-02-09,,2,,,,,2.6,,,,,,,2.2,2006,5,,7,,19.2,
2006-02-10,,2,,,,,2.6,,,,,,,1.7,2006,4.54,,6.7,,19.3,
2006-02-11,,2,,,,,2.6,,,,,,,,2006,4.48,,6.8,,18.7,
2006-02-12,,2,,,,,2.6,,,,,,,1.4,2006,5.05,,6.7,,18,
2006-02-13,,2,,,,,2.6,,,,,,,1.1,2006,4.37,,6.8,,19.1,
2006-02-14,,2,0.3,,14,,2.6,,,,,,,1.6,2006,3.92,,6.8,,20.5,
2006-02-15,,2,,,,,2.6,,,,,,,1,2006,4.18,,6.8,,19,
2006-02-16,,2,,,,,2.6,,,,,,,1.2,2006,3.55,,6.9,,18,
2006-02-17,,2,,,,,2.6,,,,,,,,2006,3.87,,6.8,,17.8,
2006-02-18,,2,,,,,2.6,,,,,,,,2006,4.11,,6.7,,18.2,
2006-02-19,,2,,,,,2.6,,,,,,,1.6,2006,3.85,,6.9,,16.5,
2006-02-20,,2,,,,,2.6,,,,,,,1.5,2006,3.9,,6.8,,17.8,
2006-02-21,,2,0.2,,17,,2.6,,,,,,,1.6,2006,3.73,,6.9,,18.2,
2006-02-22,,2,,,,,2.6,,,,,,,2,2006,3.73,,6.8,,17.9,
2006-02-23,,2,,,,,2.6,,,,,,,2.8,2006,3.78,,6.8,,19,
2006-02-24,,2,,,,,2.6,,,,,,,,2006,3.12,,6.7,,18.9,
2006-02-25,,2,,,,,2.6,,,,,,,,2006,3.63,,6.7,,19.4,
2006-02-26,,2,,,,,2.6,,,,,,,3.5,2006,4.54,,6.7,,17.2,
2006-02-27,,2,,,,,2.6,,,,,,,3.7,2006,8.75,,6.6,,18.6,
2006-02-28,,2,,,,,2.6,,,,,,,1.6,2006,8.35,,6.4,,19.2,
2006-03-01,,3,0.2,,7.8,,2.6,,,,0.88,,,3.7,2006,7.53,0.68,6.6,,18,
2006-03-02,,3,,,,,2.6,,,,,,,3.8,2006,8.84,,6.7,,18.2,
2006-03-03,,3,,,,,2.6,,,,,,,,2006,8.57,,6.9,,17.7,
2006-03-04,,3,,,,,2.6,,,,,,,2.7,2006,8.43,,6.6,,18,
2006-03-05,,3,,,,,2.6,,,,,,,2.7,2006,10.18,,6.6,,17.1,
2006-03-06,,3,0.2,,7.3,,2.6,,,,,,,3,2006,9.7,,6.6,,17.6,
2006-03-07,,3,,,,,2.6,,,,,,,3.9,2006,9.51,,6.3,,18.6,
2006-03-08,,3,,,,,2.6,,,,,,,4.5,2006,10.09,,6.7,,17.6,
2006-03-09,,3,,,,,2.6,,,,,,,,2006,8.8,,6.8,,17.3,
2006-03-10,,3,,,,,2.6,,,,,,,,2006,9.11,,6.7,,16.9,
2006-03-11,,3,,,,,2.6,,,,,,,,2006,8.56,,6.8,,17,
2006-03-12,,3,,,,,2.6,,,,,,,3.6,2006,9.13,,6.8,,16.4,
2006-03-13,,3,0.2,,9.5,,2.6,,,,,,,3.3,2006,8.99,,6.6,,16.9,
2006-03-14,,3,,,,,2.6,,,,,,,4,2006,9.41,,6.6,,17.6,
2006-03-15,,3,,,,,2.6,,,,,,,3.3,2006,9.34,,6.8,,17.5,
2006-03-16,,3,,,,,2.6,,,,,,,4.6,2006,9.01,,6.7,,17.5,
2006-03-17,,3,,,,,2.6,,,,,,,,2006,9.37,,6.7,,16.9,
2006-03-18,,3,,,,,2.6,,,,,,,,2006,8.17,,6.6,,17.3,
2006-03-19,,3,,,,,2.6,,,,,,,3.5,2006,7,,6.8,,17.3,
2006-03-20,,3,0.2,,8.5,,2.6,,,,,,,2.5,2006,6.23,,6.7,,17.5,
2006-03-21,,3,,,,,2.6,,,,,,,1.6,2006,4.41,,6.7,,17,
2006-03-22,,3,,,,,2.6,,,,,,,2.3,2006,5.26,,6.9,,18.3,
2006-03-23,,3,,,,,2.6,,,,,,,2.4,2006,5.81,,6.8,,18,
2006-03-24,,3,,,,,2.6,,,,,,,,2006,6.73,,6.9,,19.2,
2006-03-25,,3,,,,,2.6,,,,,,,,2006,8.33,,6.6,,18.4,
2006-03-26,,3,,,,,2.6,,,,,,,2.5,2006,7.01,,6.7,,16.6,
2006-03-27,,3,0.2,,9.2,,2.6,,,,,,,1.7,2006,6.34,,6.6,,19,
2006-03-28,,3,,,,,2.6,,,,,,,1.3,2006,7.11,,6.6,,17.8,
2006-03-29,,3,,,,,2.6,,,,,,,1.5,2006,8.03,,6.8,,18.8,
2006-03-30,,3,,,,,2.6,,,,,,,2,2006,6.93,,6.8,,18.2,
2006-03-31,,3,,,,,2.6,,,,,,,,2006,7.59,,6.9,,18.6,
2006-04-01,,4,,,,,2.6,,,,,,,,2006,7.22,,6.9,,17.1,
2006-04-02,,4,,,,,2.6,,,,,,,2.8,2006,7.99,,6.7,,17,
2006-04-03,,4,0.2,,8.4,,2.6,,,,0.56,,,2.1,2006,8.38,0.39,6.6,,17.5,
2006-04-04,,4,,,,,2.6,,,,,,,3,2006,9.29,,6.7,,18,
2006-04-05,,4,,,,,2.6,,,,,,,2,2006,9.63,,6.8,,18.4,
2006-04-06,,4,,,,,2.6,,,,,,,2,2006,9.82,,6.8,,18.8,
2006-04-07,,4,,,,,2.6,,,,,,,,2006,6.92,,6.9,,18.2,
2006-04-08,,4,,,,,2.6,,,,,,,,2006,8.42,,6.9,,17.7,
2006-04-09,,4,,,,,2.6,,,,,,,3.2,2006,9.68,,6.8,,17.2,
2006-04-10,,4,1,,10,,2.6,,,,,,,3.3,2006,7.22,,6.6,,20.1,
2006-04-11,,4,,,,,2.6,,,,,,,1.4,2006,9.3,,6.6,,18.7,
2006-04-12,,4,,,,,2.6,,,,,,,1.2,2006,9.58,,6.5,,20,
2006-04-13,,4,,,,,2.6,,,,,,,2.7,2006,9.22,,6.5,,19.8,
2006-04-14,,4,,,,,2.6,,,,,,,,2006,9.94,,6.5,,21.3,
2006-04-15,,4,,,,,2.6,,,,,,,,2006,10.46,,6.5,,18.4,
2006-04-16,,4,,,,,2.6,,,,,,,4.1,2006,9.99,,6.5,,18,
2006-04-17,,4,0.2,,9.2,,2.6,,,,,,,4.2,2006,10.15,,6.6,,18.5,
2006-04-18,,4,,,,,2.6,,,,,,,3.7,2006,7.07,,6.7,,17.8,
2006-04-19,,4,,,,,2.6,,,,,,,3.2,2006,5.64,,6.8,,18.7,
2006-04-20,,4,,,,,2.6,,,,,,,3.1,2006,5.34,,6.7,,19.1,
2006-04-21,,4,,,,,2.6,,,,,,,,2006,5.09,,6.8,,19.2,
2006-04-22,,4,,,,,2.6,,,,,,,,2006,4.9,,6.7,,19.1,
2006-04-23,,4,,,,,2.6,,,,,,,2,2006,4.94,,6.7,,19.8,
2006-04-24,,4,0.2,,15,,2.6,,,,,,,1.5,2006,4.4,,6.7,,20.8,
2006-04-25,,4,,,,,2.6,,,,,,,1.6,2006,4.47,,6.8,,20,
2006-04-26,,4,,,,,2.6,,,,,,,1.4,2006,4.35,,6.8,,18.7,
2006-04-27,,4,,,,,2.6,,,,,,,1.1,2006,4.43,,6.7,,20.8,
2006-04-28,,4,,,,,2.6,,,,,,,,2006,4.73,,6.8,,21.3,
2006-04-29,,4,,,,,2.6,,,,,,,,2006,3.5,,6.6,,19.9,
2006-04-30,,4,,,,,2.6,,,,,,,2.4,2006,2.42,,6.6,,20.4,
2006-05-01,,5,0.4,,19,,2.6,,,,0.2,,,2.1,2006,4.52,0.2,6.8,,22.5,
2006-05-02,,5,,,,,2.6,,,,,,,3.6,2006,5.14,,6.5,,22.3,
2006-05-03,,5,,,,,2.6,,,,,,,2.8,2006,3.88,,6.8,,21.3,
2006-05-04,,5,,,,,2.6,,,,,,,2.5,2006,3.78,,6.9,,22.8,
2006-05-05,,5,,,,,2.6,,,,,,,,2006,3.52,,6.7,,21.6,
2006-05-06,,5,,,,,2.6,,,,,,,,2006,3.87,,6.5,,20.5,
2006-05-07,,5,,,,,2.6,,,,,,,2.1,2006,3.65,,6.8,,21.1,
2006-05-08,,5,0.2,,20,,2.6,,,,,,,2.1,2006,3.78,,6.8,,23.1,
2006-05-09,,5,,,,,2.6,,,,,,,1.4,2006,3.55,,6.8,,20.8,
2006-05-10,,5,,,,,2.6,,,,,,,1.3,2006,3.27,,6.9,,21.3,
2006-05-11,,5,,,,,2.6,,,,,,,2.3,2006,3.41,,6.9,,20.9,
2006-05-12,,5,,,,,2.6,,,,,,,,2006,3.42,,6.8,,21.3,
2006-05-13,,5,,,,,2.6,,,,,,,,2006,3.44,,6.7,,20.7,
2006-05-14,,5,,,,,2.6,,,,,,,2.4,2006,3.43,,6.8,,20.6,
2006-05-15,,5,0.2,,24,,2.6,,,,,,,2.4,2006,3.37,,6.7,,21.7,
2006-05-16,,5,,,,,2.6,,,,,,,1.5,2006,3.16,,6.8,,21.3,
2006-05-17,,5,,,,,2.6,,,,,,,2.3,2006,3.09,,6.7,,21.1,
2006-05-18,,5,,,,,2.6,,,,,,,2.2,2006,0.77,,6.8,,21.1,
2006-05-19,,5,,,,,2.6,,,,,,,,2006,3.28,,6.8,,21.1,
2006-05-20,,5,,,,,2.6,,,,,,,,2006,3.3,,6.9,,19.4,
2006-05-21,,5,,,,,2.6,,,,,,,3.8,2006,3.74,,6.8,,21.1,
2006-05-22,,5,0.2,,22,,2.6,,,,,,,4.1,2006,3.46,,6.8,,21.1,
2006-05-23,,5,,,,,2.6,,,,,,,2.3,2006,4.23,,6.8,,21.1,
2006-05-24,,5,,,,,2.6,,,,,,,3.5,2006,4.05,,6.9,,21.5,
2006-05-25,,5,,,,,2.6,,,,,,,3.3,2006,3.25,,6.9,,21.8,
2006-05-26,,5,,,,,2.6,,,,,,,,2006,3.12,,6.9,,21.1,
2006-05-27,,5,,,,,2.6,,,,,,,,2006,3.14,,7,,20.5,
2006-05-28,,5,,,,,2.6,,,,,,,2.7,2006,3.14,,7,,20.7,
2006-05-29,,5,,,,,2.6,,,,,,,2.6,2006,3.18,,7,,20.9,
2006-05-30,,5,,,,,2.6,,,,,,,3,2006,2.94,,6.9,,21.1,
2006-05-31,,5,,,,,2.6,,,,,,,2.9,2006,2.73,,6.8,,21.5,
2006-06-01,,6,0.2,,19,,2.6,,,,0.2,,,2.8,2006,2.95,0.2,6.9,,21.8,
2006-06-02,,6,,,,,2.6,,,,,,,,2006,2.92,,6.8,,21.9,
2006-06-03,,6,,,,,2.6,,,,,,,,2006,2.95,,6.7,,23.7,
2006-06-04,,6,,,,,2.6,,,,,,,1.8,2006,2.99,,6.8,,23.9,
2006-06-05,,6,0.2,,21,,2.6,,,,,,,11.7,2006,2.91,,6.7,,22.2,
2006-06-06,,6,,,,,2.6,,,,,,,1.4,2006,2.94,,6.5,,22.1,
2006-06-07,,6,,,,,2.6,,,,,,,1.8,2006,2.85,,6.5,,22.2,
2006-06-08,,6,,,,,2.6,,,,,,,1.9,2006,3.36,,6.6,,22.2,
2006-06-09,,6,,,,,2.6,,,,,,,,2006,3.47,,6.8,,22.2,
2006-06-10,,6,,,,,2.6,,,,,,,,2006,2.8,,6.8,,22.4,
2006-06-11,,6,,,,,2.6,,,,,,,1.5,2006,1.72,,6.9,,22.1,
2006-06-12,,6,0.2,,23,,2.6,,,,,,,1.6,2006,4.19,,6.7,,21.6,
2006-06-13,,6,,,,,2.6,,,,,,,1.4,2006,2.43,,6.6,,21.6,
2006-06-14,,6,,,,,2.6,,,,,,,2.7,2006,2.84,,6.9,,22.1,
2006-06-15,,6,,,,,2.6,,,,,,,3,2006,2.4,,6.7,,22.1,
2006-06-16,,6,,,,,2.6,,,,,,,,2006,2.27,,6.8,,23,
2006-06-17,,6,,,,,2.6,,,,,,,,2006,2.28,,6.8,,23.8,
2006-06-18,,6,,,,,2.6,,,,,,,4.1,2006,2.1,,6.8,,23.9,
2006-06-19,,6,0.21,,27,,2.6,,,,,,,3.5,2006,3.25,,6.7,,23.2,
2006-06-20,,6,,,,,2.6,,,,,,,3.6,2006,3.49,,6.8,,24.1,
2006-06-21,,6,,,,,2.6,,,,,,,3,2006,3.41,,6.8,,24.4,
2006-06-22,,6,,,,,2.6,,,,,,,3.1,2006,2.66,,6.7,,25.4,
2006-06-23,,6,,,,,2.6,,,,,,,,2006,2.65,,6.7,,25,
2006-06-24,,6,,,,,2.6,,,,,,,,2006,2.57,,6.8,,24.4,
2006-06-25,,6,,,,,2.6,,,,,,3.9,2.4,2006,2.61,,7,,24.5,
2006-06-26,,6,0.23,,24,,2.6,,,,,,,2.9,2006,1.08,,6.9,,25.2,
2006-06-27,,6,,,,,2.6,,,,,,,2,2006,2.2,,6.8,,23.4,
2006-06-28,,6,,,,,2.6,,,,,,,2.4,2006,2.07,,6.9,,23.7,
2006-06-29,,6,,,,,2.6,,,,,,,2.5,2006,3.04,,6.7,,23.2,
2006-06-30,,6,,,,,2.6,,,,,,,,2006,3.47,,6.8,,22.9,
2006-07-01,,7,,,,,2.6,,,,,,,,2006,2.75,,6.7,,22.1,
2006-07-02,,7,,,,,2.6,,,,,,,2.4,2006,3.51,,6.8,,23.2,
2006-07-03,,7,,,,,2.6,,,,,,,1.9,2006,2.68,,6.5,,23.3,
2006-07-04,,7,,,,,2.6,,,,,,,1.7,2006,2.61,,6.7,,23.1,
2006-07-05,,7,0.28,,23,,2.6,,,,0.2,,,2.5,2006,2.57,0.2,6.6,,23.1,
2006-07-06,,7,,,,,2.6,,,,,,,1.7,2006,2.52,,6.8,,23.6,
2006-07-07,,7,,,,,2.6,,,,,,,,2006,2.59,,6.8,,23.1,
2006-07-08,,7,,,,,2.6,,,,,,,,2006,2.52,,6.8,,24.6,
2006-07-09,,7,,,,,2.6,,,,,,,,2006,2.49,,6.8,,24.6,
2006-07-10,,7,0.2,,25,,2.6,,,,,,,2.1,2006,2.5,,6.8,,23.2,
2006-07-11,,7,,,,,2.6,,,,,,,1.7,2006,1.93,,6.8,,23.4,
2006-07-12,,7,,,,,2.6,,,,,,,1.8,2006,2.71,,6.8,,23.5,
2006-07-13,,7,,,,,2.6,,,,,,,2.1,2006,2.4,,6.8,,23.9,
2006-07-14,,7,,,,,2.6,,,,,,,1.6,2006,2.91,,6.5,,23.6,
2006-07-15,,7,,,,,2.6,,,,,,,,2006,2.44,,6.7,,24.1,
2006-07-16,,7,,,,,2.6,,,,,,,2.5,2006,2.48,,6.3,,24.1,
2006-07-17,,7,0.6,,34,,2.6,,,,,,,2.9,2006,2.39,,6.4,,24,
2006-07-18,,7,,,,,2.6,,,,,,,1.1,2006,2.39,,6.4,,24.2,
2006-07-19,,7,,,,,2.6,,,,,,,1.9,2006,2.41,,6.6,,24.6,
2006-07-20,,7,,,,,2.6,,,,,,,2.7,2006,2.37,,6.7,,24.6,
2006-07-21,,7,,,,,2.6,,,,,,,,2006,2.21,,6.8,,25.7,
2006-07-22,,7,,,,,2.6,,,,,,,,2006,2.33,,6.9,,25.4,
2006-07-23,,7,,,,,2.6,,,,,,,2.2,2006,2.37,,6.9,,26.9,
2006-07-24,,7,0.2,,19,,2.6,,,,,,,2.4,2006,2.2,,6.7,,24.9,
2006-07-25,,7,,,,,2.6,,,,,,,1.1,2006,2.11,,6.8,,24.5,
2006-07-26,,7,,,,,2.6,,,,,,,1.4,2006,2.15,,6.9,,25,
2006-07-27,,7,,,,,2.6,,,,,,,1.7,2006,2.14,,6.8,,25.1,
2006-07-28,,7,,,,,2.6,,,,,,,,2006,2.16,,6.7,,24.6,
2006-07-29,,7,,,,,2.6,,,,,,,,2006,2.11,,6.9,,25,
2006-07-30,,7,,,,,2.6,,,,,,,2.1,2006,2.35,,6.7,,23.2,
2006-07-31,,7,,,,,2.6,,,,,,,1.5,2006,2.34,,6.6,,24.2,
2006-08-01,,8,0.2,,26,,2.6,,,,0.2,,,1.7,2006,2.22,0.2,6.7,,23.5,
2006-08-02,,8,,,,,2.6,,,,,,,1.5,2006,2.31,,6.9,,24.3,
2006-08-03,,8,,,,,2.6,,,,,,,2.3,2006,3.33,,6.8,,24.4,
2006-08-04,,8,,,,,2.6,,,,,,,,2006,3.12,,6.6,,24.6,
2006-08-05,,8,,,,,2.6,,,,,,,,2006,2.56,,6.7,,24.9,
2006-08-06,,8,,,,,2.6,,,,,,,2.5,2006,2.25,,6.8,,24.9,
2006-08-07,,8,1.3,,29,,2.6,,,,,,,3.7,2006,2.3,,6.7,,23.9,
2006-08-08,,8,,,,,2.6,,,,,,,3.2,2006,2.31,,6.7,,24.3,
2006-08-09,,8,,,,,2.6,,,,,,,3.5,2006,2.31,,6.9,,24.6,
2006-08-10,,8,,,,,2.6,,,,,,,3,2006,2.2,,6.9,,24.9,
2006-08-11,,8,,,,,2.6,,,,,,,,2006,2.11,,6.8,,24.6,
2006-08-12,,8,,,,,2.6,,,,,,,,2006,2.88,,6.7,,24.8,
2006-08-13,,8,,,,,2.6,,,,,,,2.6,2006,2.35,,6.6,,24.4,
2006-08-14,,8,0.49,,23,,2.6,,,,,,,3.4,2006,2.29,,6.6,,23.9,
2006-08-15,,8,,,,,2.6,,,,,,,2.3,2006,2.31,,6.5,,24.1,
2006-08-16,,8,,,,,2.6,,,,,,,2.5,2006,2.38,,6.6,,24,
2006-08-17,,8,,,,,2.6,,,,,,,1.9,2006,2.39,,6.7,,24.2,
2006-08-18,,8,,,,,2.6,,,,,,,,2006,2.36,,6.8,,24.1,
2006-08-19,,8,,,,,2.6,,,,,,,,2006,2.32,,6.9,,23.9,
2006-08-20,,8,,,,,2.6,,,,,,,2.1,2006,2.27,,6.7,,24.1,
2006-08-21,,8,0.32,,25,,2.6,,,,,,,2.7,2006,2.37,,6.6,,23.8,
2006-08-22,,8,,,,,2.6,,,,,,,3.1,2006,2.25,,6.6,,24.1,
2006-08-23,,8,,,,,2.6,,,,,,,2.5,2006,2.37,,6.6,,24,
2006-08-24,,8,,,,,2.6,,,,,,,5.2,2006,2.24,,6.6,,24.3,
2006-08-25,,8,,,,,2.6,,,,,,,,2006,2.28,,6.5,,23.8,
2006-08-26,,8,,,,,2.6,,,,,,,,2006,2,,6.6,,23.8,
2006-08-27,,8,,,,,2.6,,,,,,,2.7,2006,2.28,,6.5,,23.6,
2006-08-28,,8,0.21,,27,,2.6,,,,,,,2.9,2006,2.42,,6.6,,23.1,
2006-08-29,,8,,,,,2.6,,,,,,,2.5,2006,2.23,,6.6,,23.8,
2006-08-30,,8,,,,,2.6,,,,,,,2.1,2006,2.27,,6.7,,23.8,
2006-08-31,,8,,,,,2.6,,,,,,,2.9,2006,2.26,,6.7,,24.4,
2006-09-01,,9,,,,,2.6,,,,,,,,2006,1.86,,6.7,,25.4,
2006-09-02,,9,,,,,2.6,,,,,,,,2006,2.25,,6.6,,23.4,
2006-09-03,,9,,,,,2.6,,,,,,,1.7,2006,2.36,,6.5,,22.2,
2006-09-04,,9,,,,,2.6,,,,,,,1.7,2006,2.63,,6.5,,23.2,
2006-09-05,,9,,,,,2.6,,,,,,,2,2006,2.25,,6.5,,22.8,
2006-09-06,,9,,,,,2.6,,,,,,,1,2006,2.51,,6.6,,23.6,
2006-09-07,,9,0.2,,29,,2.6,,,,0.28,,,3.2,2006,2.29,0.28,6.7,,23.7,
2006-09-08,,9,,,,,2.6,,,,,,,,2006,2.32,,6.5,,23,
2006-09-09,,9,,,,,2.6,,,,,,,,2006,2.32,,6.6,,22.7,
2006-09-10,,9,,,,,2.6,,,,,,,2.2,2006,2.32,,6.5,,23.2,
2006-09-11,,9,0.54,,28,,2.6,,,,,,,3.4,2006,2.39,,6.4,,23.9,
2006-09-12,,9,,,,,2.6,,,,,,,3.1,2006,1.96,,6.6,,24.4,
2006-09-13,,9,,,,,2.6,,,,,,,2.4,2006,2.62,,6.7,,24.4,
2006-09-14,,9,,,,,2.6,,,,,,,3.2,2006,2.01,,6.8,,24.1,
2006-09-15,,9,,,,,2.6,,,,,,,,2006,2.23,,6.6,,23.6,
2006-09-16,,9,,,,,2.6,,,,,,,,2006,2.34,,6.6,,22.3,
2006-09-17,,9,,,,,2.6,,,,,,,1,2006,2.32,,6.9,,23.9,
2006-09-18,,9,0.35,,24,,2.6,,,,,,,1,2006,2.25,,7.1,,24.8,
2006-09-19,,9,,,,,2.6,,,,,,,1,2006,2.39,,6.7,,24.7,
2006-09-20,,9,,,,,2.6,,,,,,,1,2006,2.12,,7.1,,23.8,
2006-09-21,,9,,,,,2.6,,,,,,,1.9,2006,1.87,,7.1,,24.2,
2006-09-22,,9,,,,,2.6,,,,,,,,2006,2.68,,7,,24.1,
2006-09-23,,9,,,,,2.6,,,,,,,,2006,2.4,,6.9,,23.3,
2006-09-24,,9,,,,,2.6,,,,,,,1.4,2006,2.41,,6.8,,22,
2006-09-25,,9,8.6,,23,,2.6,,,,,,,1.5,2006,2.02,,7,,23.3,
2006-09-26,,9,,,,,2.6,,,,,,,1.8,2006,2.59,,6.8,,23.2,
2006-09-27,,9,,,,,2.6,,,,,,,2.1,2006,2.22,,6.7,,23.4,
2006-09-28,,9,,,,,2.6,,,,,,,2.1,2006,2.24,,6.7,,23.1,
2006-09-29,,9,,,,,2.6,,,,,,,,2006,2.25,,6.6,,23.1,
2006-09-30,,9,,,,,2.6,,,,,,,,2006,2.35,,6.7,,23.2,
2006-10-01,,10,1.9,,23,,2.6,,,,5.4,,,2.6,2006,2.3,3.4,6.7,,22.5,
2006-10-02,,10,,,,,2.6,,,,,,,2.1,2006,2.32,,6.6,,22.7,
2006-10-03,,10,,,,,2.6,,,,,,,2,2006,2.28,,6.7,,22.8,
2006-10-04,,10,,,,,2.6,,,,,,,1.9,2006,2.32,,6.7,,22.7,
2006-10-05,,10,,,,,2.6,,,,,,,2.6,2006,2.27,,6.7,,23,
2006-10-06,,10,,,,,2.6,,,,,,,,2006,2.82,,6.6,,23,
2006-10-07,,10,,,,,2.6,,,,,,,,2006,2.87,,6.6,,23.3,
2006-10-08,,10,,,,,2.6,,,,,,,3.4,2006,2.4,,6.7,,22.6,
2006-10-09,,10,0.38,,24,,2.6,,,,,,,2.6,2006,2.47,,6.7,,22.8,
2006-10-10,,10,,,,,2.6,,,,,,,1.8,2006,2.41,,6.6,,24.2,
2006-10-11,,10,,,,,2.6,,,,,,,1.8,2006,2.4,,6.7,,23,
2006-10-12,,10,,,,,2.6,,,,,,,2.5,2006,2.14,,6.7,,23.3,
2006-10-13,,10,,,,,2.6,,,,,,,,2006,2.3,,6.6,,22.9,
2006-10-14,,10,,,,,2.6,,,,,,,,2006,2.3,,6.7,,22.6,
